t	u	v	w	p	q	r	phi	psi	theta	h
1.0539999999999820e+01	7.2961477984250436e+01	0.0000000000000000e+00	9.4237841197386851e-01	0.0000000000000000e+00	-5.3707540012101745e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.8945548277577331e-02	2.9876506129779459e+03
1.0549999999999820e+01	7.2962322249519360e+01	0.0000000000000000e+00	9.4237335477138817e-01	0.0000000000000000e+00	-5.3680568158146775e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.8999255817589432e-02	2.9876200769905149e+03
1.0559999999999819e+01	7.2963171397111907e+01	0.0000000000000000e+00	9.4236828797331529e-01	0.0000000000000000e+00	-5.3653455051545194e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9052936385747578e-02	2.9875895016541303e+03
1.0569999999999819e+01	7.2964025422170252e+01	0.0000000000000000e+00	9.4236321159893854e-01	0.0000000000000000e+00	-5.3626200838276421e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9106589840799123e-02	2.9875588869863150e+03
1.0579999999999819e+01	7.2964884319824804e+01	0.0000000000000000e+00	9.4235812566758625e-01	0.0000000000000000e+00	-5.3598805664703464e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9160216041637401e-02	2.9875282330046889e+03
1.0589999999999819e+01	7.2965748085194448e+01	0.0000000000000000e+00	9.4235303019862660e-01	0.0000000000000000e+00	-5.3571269677572097e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9213814847302105e-02	2.9874975397269695e+03
1.0599999999999818e+01	7.2966616713386330e+01	0.0000000000000000e+00	9.4234792521146715e-01	0.0000000000000000e+00	-5.3543593024010334e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9267386116979675e-02	2.9874668071709702e+03
1.0609999999999818e+01	7.2967490199495955e+01	0.0000000000000000e+00	9.4234281072555470e-01	0.0000000000000000e+00	-5.3515775851527341e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9320929710003687e-02	2.9874360353546017e+03
1.0619999999999818e+01	7.2968368538607209e+01	0.0000000000000000e+00	9.4233768676037510e-01	0.0000000000000000e+00	-5.3487818308012858e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9374445485855213e-02	2.9874052242958710e+03
1.0629999999999818e+01	7.2969251725792390e+01	0.0000000000000000e+00	9.4233255333545352e-01	0.0000000000000000e+00	-5.3459720541736561e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9427933304163226e-02	2.9873743740128825e+03
1.0639999999999818e+01	7.2970139756112218e+01	0.0000000000000000e+00	9.4232741047035362e-01	0.0000000000000000e+00	-5.3431482701347130e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9481393024704962e-02	2.9873434845238362e+03
1.0649999999999817e+01	7.2971032624615859e+01	0.0000000000000000e+00	9.4232225818467807e-01	0.0000000000000000e+00	-5.3403104935871503e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9534824507406309e-02	2.9873125558470292e+03
1.0659999999999817e+01	7.2971930326340910e+01	0.0000000000000000e+00	9.4231709649806772e-01	0.0000000000000000e+00	-5.3374587394714257e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9588227612342182e-02	2.9872815880008543e+03
1.0669999999999817e+01	7.2972832856313488e+01	0.0000000000000000e+00	9.4231192543020192e-01	0.0000000000000000e+00	-5.3345930227656681e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9641602199736897e-02	2.9872505810038015e+03
1.0679999999999817e+01	7.2973740209548183e+01	0.0000000000000000e+00	9.4230674500079825e-01	0.0000000000000000e+00	-5.3317133584856128e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9694948129964552e-02	2.9872195348744558e+03
1.0689999999999817e+01	7.2974652381048116e+01	0.0000000000000000e+00	9.4230155522961223e-01	0.0000000000000000e+00	-5.3288197616845221e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9748265263549407e-02	2.9871884496314992e+03
1.0699999999999816e+01	7.2975569365804944e+01	0.0000000000000000e+00	9.4229635613643736e-01	0.0000000000000000e+00	-5.3259122474531026e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9801553461166252e-02	2.9871573252937096e+03
1.0709999999999816e+01	7.2976491158798908e+01	0.0000000000000000e+00	9.4229114774110478e-01	0.0000000000000000e+00	-5.3229908309194449e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9854812583640783e-02	2.9871261618799608e+03
1.0719999999999816e+01	7.2977417754998797e+01	0.0000000000000000e+00	9.4228593006348316e-01	0.0000000000000000e+00	-5.3200555272489266e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9908042491949977e-02	2.9870949594092222e+03
1.0729999999999816e+01	7.2978349149362018e+01	0.0000000000000000e+00	9.4228070312347856e-01	0.0000000000000000e+00	-5.3171063516441498e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9961243047222468e-02	2.9870637179005594e+03
1.0739999999999815e+01	7.2979285336834579e+01	0.0000000000000000e+00	9.4227546694103415e-01	0.0000000000000000e+00	-5.3141433193448582e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0014414110738907e-02	2.9870324373731328e+03
1.0749999999999815e+01	7.2980226312351164e+01	0.0000000000000000e+00	9.4227022153613049e-01	0.0000000000000000e+00	-5.3111664456278644e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0067555543932357e-02	2.9870011178461996e+03
1.0759999999999815e+01	7.2981172070835100e+01	0.0000000000000000e+00	9.4226496692878481e-01	0.0000000000000000e+00	-5.3081757458069709e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0120667208388636e-02	2.9869697593391115e+03
1.0769999999999815e+01	7.2982122607198377e+01	0.0000000000000000e+00	9.4225970313905105e-01	0.0000000000000000e+00	-5.3051712352328931e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0173748965846705e-02	2.9869383618713164e+03
1.0779999999999815e+01	7.2983077916341713e+01	0.0000000000000000e+00	9.4225443018701971e-01	0.0000000000000000e+00	-5.3021529292931789e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0226800678199033e-02	2.9869069254623569e+03
1.0789999999999814e+01	7.2984037452230027e+01	0.0000000000000000e+00	9.4224914809281779e-01	0.0000000000000000e+00	-5.2991208434121344e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0279822207491966e-02	2.9868754501318713e+03
1.0799999999999814e+01	7.2985001750943624e+01	0.0000000000000000e+00	9.4224385797953891e-01	0.0000000000000000e+00	-5.2960750474269529e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0332813415926089e-02	2.9868439358997571e+03
1.0809999999999814e+01	7.2985970807352189e+01	0.0000000000000000e+00	9.4223855977699955e-01	0.0000000000000000e+00	-5.2930155634029049e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0385774166400360e-02	2.9868123827858317e+03
1.0819999999999814e+01	7.2986944616314105e+01	0.0000000000000000e+00	9.4223325341452091e-01	0.0000000000000000e+00	-5.2899424124467449e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0438704322034389e-02	2.9867807908100085e+03
1.0829999999999814e+01	7.2987923172676503e+01	0.0000000000000000e+00	9.4222793882166456e-01	0.0000000000000000e+00	-5.2868556147433838e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0491603746158856e-02	2.9867491599922964e+03
1.0839999999999813e+01	7.2988906471275271e+01	0.0000000000000000e+00	9.4222261592890799e-01	0.0000000000000000e+00	-5.2837551895969174e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0544472302306291e-02	2.9867174903527994e+03
1.0849999999999813e+01	7.2989894506935073e+01	0.0000000000000000e+00	9.4221728466825871e-01	0.0000000000000000e+00	-5.2806411554753930e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0597309854202261e-02	2.9866857819117163e+03
1.0859999999999813e+01	7.2990887274469372e+01	0.0000000000000000e+00	9.4221194497380956e-01	0.0000000000000000e+00	-5.2775135300586430e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0650116265757015e-02	2.9866540346893416e+03
1.0869999999999813e+01	7.2991884768680436e+01	0.0000000000000000e+00	9.4220659678223306e-01	0.0000000000000000e+00	-5.2743723302885988e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0702891401057603e-02	2.9866222487060645e+03
1.0879999999999812e+01	7.2992886984359387e+01	0.0000000000000000e+00	9.4220124003321681e-01	0.0000000000000000e+00	-5.2712175724214851e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0755635124360491e-02	2.9865904239823681e+03
1.0889999999999812e+01	7.2993893916286183e+01	0.0000000000000000e+00	9.4219587466984234e-01	0.0000000000000000e+00	-5.2680492720813673e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0808347300084707e-02	2.9865585605388310e+03
1.0899999999999812e+01	7.2994905559229665e+01	0.0000000000000000e+00	9.4219050063890764e-01	0.0000000000000000e+00	-5.2648674443145126e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0861027792805522e-02	2.9865266583961261e+03
1.0909999999999812e+01	7.2995921907947562e+01	0.0000000000000000e+00	9.4218511789119586e-01	0.0000000000000000e+00	-5.2616721036440953e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0913676467248668e-02	2.9864947175750208e+03
1.0919999999999812e+01	7.2996942957186548e+01	0.0000000000000000e+00	9.4217972638169267e-01	0.0000000000000000e+00	-5.2584632641248128e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0966293188285109e-02	2.9864627380963761e+03
1.0929999999999811e+01	7.2997968701682211e+01	0.0000000000000000e+00	9.4217432606975426e-01	0.0000000000000000e+00	-5.2552409393969868e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1018877820926358e-02	2.9864307199811474e+03
1.0939999999999811e+01	7.2998999136159128e+01	0.0000000000000000e+00	9.4216891691922899e-01	0.0000000000000000e+00	-5.2520051427397676e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1071430230320329e-02	2.9863986632503847e+03
1.0949999999999811e+01	7.3000034255330831e+01	0.0000000000000000e+00	9.4216349889853557e-01	0.0000000000000000e+00	-5.2487558871231388e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1123950281747727e-02	2.9863665679252313e+03
1.0959999999999811e+01	7.3001074053899899e+01	0.0000000000000000e+00	9.4215807198070001e-01	0.0000000000000000e+00	-5.2454931852583984e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1176437840618958e-02	2.9863344340269241e+03
1.0969999999999811e+01	7.3002118526557922e+01	0.0000000000000000e+00	9.4215263614335465e-01	0.0000000000000000e+00	-5.2422170496468443e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1228892772471543e-02	2.9863022615767941e+03
1.0979999999999810e+01	7.3003167667985565e+01	0.0000000000000000e+00	9.4214719136870295e-01	0.0000000000000000e+00	-5.2389274926264587e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1281314942968014e-02	2.9862700505962657e+03
1.0989999999999810e+01	7.3004221472852564e+01	0.0000000000000000e+00	9.4214173764345210e-01	0.0000000000000000e+00	-5.2356245264163874e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1333704217894276e-02	2.9862378011068568e+03
1.0999999999999810e+01	7.3005279935817754e+01	0.0000000000000000e+00	9.4213627495871655e-01	0.0000000000000000e+00	-5.2323081631590312e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1386060463158443e-02	2.9862055131301781e+03
1.1009999999999810e+01	7.3006343051529115e+01	0.0000000000000000e+00	9.4213080330989640e-01	0.0000000000000000e+00	-5.2289784149596331e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1438383544790033e-02	2.9861731866879345e+03
1.1019999999999810e+01	7.3007410814623782e+01	0.0000000000000000e+00	9.4212532269653282e-01	0.0000000000000000e+00	-5.2256352939232678e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1490673328939629e-02	2.9861408218019233e+03
1.1029999999999809e+01	7.3008483219728063e+01	0.0000000000000000e+00	9.4211983312214342e-01	0.0000000000000000e+00	-5.2222788121891279e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1542929681878863e-02	2.9861084184940350e+03
1.1039999999999809e+01	7.3009560261457466e+01	0.0000000000000000e+00	9.4211433459404081e-01	0.0000000000000000e+00	-5.2189089819621049e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1595152470000755e-02	2.9860759767862532e+03
1.1049999999999809e+01	7.3010641934416725e+01	0.0000000000000000e+00	9.4210882712313715e-01	0.0000000000000000e+00	-5.2155258155415869e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1647341559820373e-02	2.9860434967006540e+03
1.1059999999999809e+01	7.3011728233199847e+01	0.0000000000000000e+00	9.4210331072373654e-01	0.0000000000000000e+00	-5.2121293253475070e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1699496817975792e-02	2.9860109782594063e+03
1.1069999999999808e+01	7.3012819152390094e+01	0.0000000000000000e+00	9.4209778541331846e-01	0.0000000000000000e+00	-5.2087195239436607e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1751618111229264e-02	2.9859784214847718e+03
1.1079999999999808e+01	7.3013914686560028e+01	0.0000000000000000e+00	9.4209225121231432e-01	0.0000000000000000e+00	-5.2052964240583239e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1803705306468699e-02	2.9859458263991050e+03
1.1089999999999808e+01	7.3015014830271554e+01	0.0000000000000000e+00	9.4208670814388029e-01	0.0000000000000000e+00	-5.2018600386022100e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1855758270709279e-02	2.9859131930248523e+03
1.1099999999999808e+01	7.3016119578075902e+01	0.0000000000000000e+00	9.4208115623366695e-01	0.0000000000000000e+00	-5.1984103806839077e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1907776871095299e-02	2.9858805213845521e+03
1.1109999999999808e+01	7.3017228924513674e+01	0.0000000000000000e+00	9.4207559550958797e-01	0.0000000000000000e+00	-5.1949474636227688e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1959760974902135e-02	2.9858478115008361e+03
1.1119999999999807e+01	7.3018342864114885e+01	0.0000000000000000e+00	9.4207002600159162e-01	0.0000000000000000e+00	-5.1914713009594791e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2011710449538364e-02	2.9858150633964278e+03
1.1129999999999807e+01	7.3019461391398963e+01	0.0000000000000000e+00	9.4206444774143383e-01	0.0000000000000000e+00	-5.1879819064643033e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2063625162547960e-02	2.9857822770941425e+03
1.1139999999999807e+01	7.3020584500874762e+01	0.0000000000000000e+00	9.4205886076245637e-01	0.0000000000000000e+00	-5.1844792941432077e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2115504981612600e-02	2.9857494526168875e+03
1.1149999999999807e+01	7.3021712187040620e+01	0.0000000000000000e+00	9.4205326509937115e-01	0.0000000000000000e+00	-5.1809634782419185e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2167349774554030e-02	2.9857165899876627e+03
1.1159999999999807e+01	7.3022844444384347e+01	0.0000000000000000e+00	9.4204766078805047e-01	0.0000000000000000e+00	-5.1774344732481090e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2219159409336451e-02	2.9856836892295587e+03
1.1169999999999806e+01	7.3023981267383277e+01	0.0000000000000000e+00	9.4204204786532642e-01	0.0000000000000000e+00	-5.1738922938918070e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2270933754068934e-02	2.9856507503657590e+03
1.1179999999999806e+01	7.3025122650504272e+01	0.0000000000000000e+00	9.4203642636879803e-01	0.0000000000000000e+00	-5.1703369551441515e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2322672677007849e-02	2.9856177734195380e+03
1.1189999999999806e+01	7.3026268588203749e+01	0.0000000000000000e+00	9.4203079633664966e-01	0.0000000000000000e+00	-5.1667684722146862e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2374376046559288e-02	2.9855847584142616e+03
1.1199999999999806e+01	7.3027419074927707e+01	0.0000000000000000e+00	9.4202515780747798e-01	0.0000000000000000e+00	-5.1631868605472777e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2426043731281433e-02	2.9855517053733879e+03
1.1209999999999805e+01	7.3028574105111730e+01	0.0000000000000000e+00	9.4201951082013080e-01	0.0000000000000000e+00	-5.1595921358148387e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2477675599886908e-02	2.9855186143204655e+03
1.1219999999999805e+01	7.3029733673181042e+01	0.0000000000000000e+00	9.4201385541355676e-01	0.0000000000000000e+00	-5.1559843139129527e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2529271521245059e-02	2.9854854852791350e+03
1.1229999999999805e+01	7.3030897773550521e+01	0.0000000000000000e+00	9.4200819162666649e-01	0.0000000000000000e+00	-5.1523634109525611e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2580831364384187e-02	2.9854523182731277e+03
1.1239999999999805e+01	7.3032066400624686e+01	0.0000000000000000e+00	9.4200251949820513e-01	0.0000000000000000e+00	-5.1487294432518401e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2632354998493714e-02	2.9854191133262666e+03
1.1249999999999805e+01	7.3033239548797766e+01	0.0000000000000000e+00	9.4199683906663667e-01	0.0000000000000000e+00	-5.1450824273273875e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2683842292926230e-02	2.9853858704624654e+03
1.1259999999999804e+01	7.3034417212453675e+01	0.0000000000000000e+00	9.4199115037004011e-01	0.0000000000000000e+00	-5.1414223798848342e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2735293117199506e-02	2.9853525897057289e+03
1.1269999999999804e+01	7.3035599385966094e+01	0.0000000000000000e+00	9.4198545344601636e-01	0.0000000000000000e+00	-5.1377493178090148e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2786707340998353e-02	2.9853192710801527e+03
1.1279999999999804e+01	7.3036786063698429e+01	0.0000000000000000e+00	9.4197974833160703e-01	0.0000000000000000e+00	-5.1340632581537947e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2838084834176440e-02	2.9852859146099231e+03
1.1289999999999804e+01	7.3037977240003869e+01	0.0000000000000000e+00	9.4197403506322375e-01	0.0000000000000000e+00	-5.1303642181316665e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2889425466757979e-02	2.9852525203193172e+03
1.1299999999999804e+01	7.3039172909225400e+01	0.0000000000000000e+00	9.4196831367658862e-01	0.0000000000000000e+00	-5.1266522151031963e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2940729108939297e-02	2.9852190882327027e+03
1.1309999999999803e+01	7.3040373065695817e+01	0.0000000000000000e+00	9.4196258420668411e-01	0.0000000000000000e+00	-5.1229272665664323e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2991995631090329e-02	2.9851856183745376e+03
1.1319999999999803e+01	7.3041577703737772e+01	0.0000000000000000e+00	9.4195684668771373e-01	0.0000000000000000e+00	-5.1191893901463403e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3043224903755997e-02	2.9851521107693707e+03
1.1329999999999803e+01	7.3042786817663767e+01	0.0000000000000000e+00	9.4195110115307124e-01	0.0000000000000000e+00	-5.1154386035843621e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3094416797657462e-02	2.9851185654418414e+03
1.1339999999999803e+01	7.3044000401776174e+01	0.0000000000000000e+00	9.4194534763531901e-01	0.0000000000000000e+00	-5.1116749247281596e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3145571183693309e-02	2.9850849824166785e+03
1.1349999999999802e+01	7.3045218450367287e+01	0.0000000000000000e+00	9.4193958616617457e-01	0.0000000000000000e+00	-5.1078983715215865e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3196687932940588e-02	2.9850513617187016e+03
1.1359999999999802e+01	7.3046440957719312e+01	0.0000000000000000e+00	9.4193381677650501e-01	0.0000000000000000e+00	-5.1041089619949824e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3247766916655805e-02	2.9850177033728201e+03
1.1369999999999802e+01	7.3047667918104395e+01	0.0000000000000000e+00	9.4192803949632808e-01	0.0000000000000000e+00	-5.1003067142558174e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3298808006275757e-02	2.9849840074040335e+03
1.1379999999999802e+01	7.3048899325784646e+01	0.0000000000000000e+00	9.4192225435482069e-01	0.0000000000000000e+00	-5.0964916464797247e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3349811073418313e-02	2.9849502738374313e+03
1.1389999999999802e+01	7.3050135175012173e+01	0.0000000000000000e+00	9.4191646138033269e-01	0.0000000000000000e+00	-5.0926637769019636e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3400775989883114e-02	2.9849165026981927e+03
1.1399999999999801e+01	7.3051375460029092e+01	0.0000000000000000e+00	9.4191066060040585e-01	0.0000000000000000e+00	-5.0888231238093466e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3451702627652131e-02	2.9848826940115869e+03
1.1409999999999801e+01	7.3052620175067545e+01	0.0000000000000000e+00	9.4190485204179852e-01	0.0000000000000000e+00	-5.0849697055326566e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3502590858890222e-02	2.9848488478029717e+03
1.1419999999999801e+01	7.3053869314349711e+01	0.0000000000000000e+00	9.4189903573051381e-01	0.0000000000000000e+00	-5.0811035404395560e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3553440555945550e-02	2.9848149640977954e+03
1.1429999999999801e+01	7.3055122872087836e+01	0.0000000000000000e+00	9.4189321169183182e-01	0.0000000000000000e+00	-5.0772246469280424e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3604251591349943e-02	2.9847810429215951e+03
1.1439999999999801e+01	7.3056380842484288e+01	0.0000000000000000e+00	9.4188737995034499e-01	0.0000000000000000e+00	-5.0733330434203821e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3655023837819223e-02	2.9847470842999978e+03
1.1449999999999800e+01	7.3057643219731517e+01	0.0000000000000000e+00	9.4188154052999562e-01	0.0000000000000000e+00	-5.0694287483576284e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3705757168253428e-02	2.9847130882587194e+03
1.1459999999999800e+01	7.3058909998012126e+01	0.0000000000000000e+00	9.4187569345411615e-01	0.0000000000000000e+00	-5.0655117801946198e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3756451455737004e-02	2.9846790548235649e+03
1.1469999999999800e+01	7.3060181171498868e+01	0.0000000000000000e+00	9.4186983874547081e-01	0.0000000000000000e+00	-5.0615821573955352e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3807106573538949e-02	2.9846449840204286e+03
1.1479999999999800e+01	7.3061456734354664e+01	0.0000000000000000e+00	9.4186397642629849e-01	0.0000000000000000e+00	-5.0576398984299512e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3857722395112907e-02	2.9846108758752935e+03
1.1489999999999799e+01	7.3062736680732641e+01	0.0000000000000000e+00	9.4185810651835600e-01	0.0000000000000000e+00	-5.0536850217693984e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3908298794097208e-02	2.9845767304142310e+03
1.1499999999999799e+01	7.3064021004776151e+01	0.0000000000000000e+00	9.4185222904296284e-01	0.0000000000000000e+00	-5.0497175458844240e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3958835644314900e-02	2.9845425476634023e+03
1.1509999999999799e+01	7.3065309700618769e+01	0.0000000000000000e+00	9.4184634402104439e-01	0.0000000000000000e+00	-5.0457374892421145e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4009332819773745e-02	2.9845083276490559e+03
1.1519999999999799e+01	7.3066602762384349e+01	0.0000000000000000e+00	9.4184045147317630e-01	0.0000000000000000e+00	-5.0417448703040674e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4059790194666165e-02	2.9844740703975299e+03
1.1529999999999799e+01	7.3067900184187025e+01	0.0000000000000000e+00	9.4183455141962691e-01	0.0000000000000000e+00	-5.0377397075248081e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4110207643369209e-02	2.9844397759352505e+03
1.1539999999999798e+01	7.3069201960131224e+01	0.0000000000000000e+00	9.4182864388040011e-01	0.0000000000000000e+00	-5.0337220193505984e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4160585040444454e-02	2.9844054442887323e+03
1.1549999999999798e+01	7.3070508084311712e+01	0.0000000000000000e+00	9.4182272887527552e-01	0.0000000000000000e+00	-5.0296918242186545e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4210922260637960e-02	2.9843710754845779e+03
1.1559999999999798e+01	7.3071818550813603e+01	0.0000000000000000e+00	9.4181680642384880e-01	0.0000000000000000e+00	-5.0256491405567079e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4261219178880149e-02	2.9843366695494783e+03
1.1569999999999798e+01	7.3073133353712379e+01	0.0000000000000000e+00	9.4181087654556905e-01	0.0000000000000000e+00	-5.0215939867828763e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4311475670285717e-02	2.9843022265102122e+03
